,Date,Time,Cobalt (GT),Tin Oxide (CO),Non-metallic Hydrocarbons (GT),Benzene (GT),Titania (NMHC),Nitrogen Oxide (GT),Tungsten Oxide (NOx),Nitric Oxide (GT),Tungsten Oxide (NO2),Indium Oxide (O3),Temperature (C),Relative Humidity (%),Absolute Humidity (%)
944,19/04/2004,02.00.00,,917.0,,3.4,677.0,,1103.0,,1494.0,747.0,13.8,73.3,115.17999999999999
945,19/04/2004,03.00.00,,850.0,,1.7,562.0,,1275.0,,1407.0,589.0,13.1,78.3,117.16
946,19/04/2004,04.00.00,,885.0,,2.1,589.0,,1238.0,,1443.0,635.0,13.0,78.2,116.64000000000001
947,19/04/2004,05.00.00,,888.0,,2.2,597.0,,1242.0,,1428.0,671.0,14.3,70.1,113.28
948,19/04/2004,06.00.00,,1101.0,,6.9,852.0,,913.0,,1655.0,992.0,14.0,70.9,113.06
949,19/04/2004,07.00.00,,1399.0,,16.5,1195.0,,680.0,,1976.0,1308.0,15.4,64.2,111.23
950,19/04/2004,08.00.00,,1325.0,,18.7,1260.0,,652.0,,1969.0,1303.0,16.5,57.9,108.26
951,19/04/2004,09.00.00,,1058.0,,8.5,921.0,,876.0,,1594.0,893.0,18.8,48.0,103.23
952,19/04/2004,10.00.00,,990.0,,6.8,846.0,,947.0,,1503.0,715.0,19.5,43.3,97.06
953,19/04/2004,11.00.00,,1018.0,,7.5,879.0,,950.0,,1574.0,685.0,18.5,45.5,96.06
954,19/04/2004,12.00.00,,1105.0,,10.9,1010.0,,811.0,,1709.0,947.0,18.0,46.7,95.69
955,19/04/2004,13.00.00,,1194.0,,13.4,1097.0,,743.0,,1847.0,1049.0,16.5,58.2,108.13
956,19/04/2004,14.00.00,,1088.0,,7.9,893.0,,892.0,,1565.0,741.0,12.1,75.6,106.62
957,19/04/2004,15.00.00,,1084.0,,8.8,933.0,,872.0,,1602.0,801.0,11.1,75.6,99.74
958,19/04/2004,16.00.00,,1207.0,,11.5,1032.0,,797.0,,1701.0,969.0,10.5,79.0,100.16000000000001
959,19/04/2004,17.00.00,,1186.0,,11.8,1042.0,,808.0,,1684.0,1038.0,10.0,80.5,98.53
960,19/04/2004,18.00.00,,1053.0,,8.3,911.0,,916.0,,1528.0,889.0,11.3,70.5,93.89
961,19/04/2004,19.00.00,,1032.0,,7.9,895.0,,921.0,,1508.0,879.0,10.7,71.5,91.97
962,19/04/2004,20.00.00,,989.0,,6.7,846.0,,960.0,,1476.0,846.0,9.9,74.0,90.09
963,19/04/2004,21.00.00,,930.0,,4.6,745.0,,1085.0,,1391.0,712.0,10.8,68.2,88.06
964,19/04/2004,22.00.00,,951.0,,5.0,766.0,,1056.0,,1431.0,747.0,10.2,74.0,91.75999999999999
965,19/04/2004,23.00.00,,985.0,,5.3,780.0,,1017.0,,1444.0,791.0,10.1,77.5,95.78999999999999
966,20/04/2004,00.00.00,,937.0,,3.9,703.0,,1136.0,,1377.0,637.0,9.9,77.7,94.97
967,20/04/2004,01.00.00,,887.0,,2.9,648.0,,1222.0,,1357.0,553.0,9.5,80.2,95.33
968,20/04/2004,02.00.00,,806.0,,1.5,544.0,,1429.0,,1290.0,449.0,9.5,79.7,94.89
969,20/04/2004,03.00.00,,771.0,,0.8,483.0,,1587.0,,1277.0,485.0,9.7,78.9,94.87
970,20/04/2004,04.00.00,,802.0,,1.2,519.0,,1523.0,,1315.0,540.0,9.8,80.0,96.7
971,20/04/2004,05.00.00,,878.0,,2.9,644.0,,1260.0,,1410.0,685.0,10.0,79.6,98.0
972,20/04/2004,06.00.00,,1070.0,,7.6,883.0,,942.0,,1625.0,925.0,10.3,79.4,99.27
973,20/04/2004,07.00.00,,1430.0,,20.7,1316.0,,638.0,,2069.0,1382.0,11.0,77.4,101.35000000000001
974,20/04/2004,08.00.00,,1565.0,,29.9,1549.0,,540.0,,2396.0,1645.0,12.3,69.2,99.06
975,20/04/2004,09.00.00,,1365.0,,20.1,1299.0,,637.0,,1999.0,1514.0,14.5,60.4,99.36
976,20/04/2004,10.00.00,,1348.0,,17.1,1214.0,,678.0,,1874.0,1509.0,16.0,56.3,101.85
977,20/04/2004,11.00.00,,1311.0,,19.4,1279.0,,648.0,,1991.0,1520.0,18.1,51.1,105.50999999999999
978,20/04/2004,12.00.00,,1302.0,,18.7,1260.0,,658.0,,1970.0,1471.0,23.0,37.5,103.88999999999999
979,20/04/2004,13.00.00,,1250.0,,15.8,1173.0,,720.0,,1870.0,1282.0,21.8,39.6,102.08999999999999
980,20/04/2004,14.00.00,,1083.0,,10.3,988.0,,859.0,,1643.0,1004.0,21.9,37.2,96.83
981,20/04/2004,15.00.00,,1005.0,,7.9,894.0,,956.0,,1530.0,714.0,23.8,31.4,91.32000000000001
982,20/04/2004,16.00.00,,1129.0,,13.7,1107.0,,844.0,,1742.0,940.0,25.9,26.9,88.44999999999999
983,20/04/2004,17.00.00,,1327.0,,19.7,1289.0,,712.0,,1938.0,1272.0,25.8,29.9,98.08
984,20/04/2004,18.00.00,,1428.0,,25.3,1437.0,,599.0,,2156.0,1526.0,22.6,39.5,106.79
985,20/04/2004,19.00.00,,1426.0,,23.9,1400.0,,612.0,,2102.0,1488.0,19.9,45.0,103.64
986,20/04/2004,20.00.00,,1310.0,,20.6,1313.0,,663.0,,1958.0,1475.0,17.9,47.4,96.57
987,20/04/2004,21.00.00,,1114.0,,12.3,1059.0,,792.0,,1704.0,1182.0,16.8,50.4,95.45
988,20/04/2004,22.00.00,,991.0,,7.7,889.0,,932.0,,1550.0,933.0,16.0,52.0,93.75
989,20/04/2004,23.00.00,,1089.0,,9.0,940.0,,866.0,,1589.0,1001.0,14.2,59.1,95.19999999999999
990,21/04/2004,00.00.00,,911.0,,4.5,740.0,,1071.0,,1412.0,756.0,14.2,56.7,91.11
991,21/04/2004,01.00.00,,1005.0,,5.8,802.0,,976.0,,1474.0,952.0,12.2,67.7,96.25
992,21/04/2004,02.00.00,,863.0,,3.2,664.0,,1172.0,,1381.0,808.0,13.2,61.7,93.28
993,21/04/2004,03.00.00,,857.0,,3.0,653.0,,1197.0,,1375.0,779.0,10.9,71.0,92.49000000000001
994,21/04/2004,04.00.00,,804.0,,2.0,585.0,,1301.0,,1319.0,717.0,11.3,67.6,90.38000000000001
995,21/04/2004,05.00.00,,871.0,,3.7,694.0,,1160.0,,1421.0,779.0,10.1,71.8,88.8
996,21/04/2004,06.00.00,,1035.0,,8.7,929.0,,887.0,,1599.0,1009.0,10.2,70.9,88.41
997,21/04/2004,07.00.00,,1513.0,,27.0,1480.0,,572.0,,2249.0,1595.0,11.8,66.0,90.85
998,21/04/2004,08.00.00,,1726.0,,40.3,1776.0,,478.0,,2684.0,1940.0,14.0,58.2,92.71000000000001
999,21/04/2004,09.00.00,,1396.0,,20.0,1296.0,,619.0,,1991.0,1628.0,17.0,50.2,96.46000000000001
1000,21/04/2004,10.00.00,,1333.0,,17.1,1212.0,,668.0,,1854.0,1573.0,22.3,36.9,98.38
1001,21/04/2004,11.00.00,,1161.0,,11.0,1016.0,,849.0,,1642.0,1187.0,24.4,30.9,93.4
1002,21/04/2004,12.00.00,,1081.0,,10.6,1000.0,,900.0,,1561.0,900.0,25.9,26.7,87.71
1003,21/04/2004,13.00.00,,1075.0,,10.5,998.0,,914.0,,1574.0,800.0,25.8,26.1,85.39999999999999
1004,21/04/2004,14.00.00,,1055.0,,9.6,964.0,,953.0,,1513.0,770.0,26.3,24.8,83.93
1005,21/04/2004,15.00.00,,1053.0,,9.3,953.0,,988.0,,1483.0,758.0,27.0,22.2,78.05
1006,21/04/2004,16.00.00,,1087.0,,12.7,1075.0,,944.0,,1558.0,886.0,27.3,20.5,73.08
1007,21/04/2004,17.00.00,,1304.0,,19.8,1291.0,,765.0,,1838.0,1219.0,25.8,24.1,79.12
1008,21/04/2004,18.00.00,,1625.0,,32.5,1608.0,,601.0,,2271.0,1725.0,25.3,28.9,91.51
1009,21/04/2004,19.00.00,,1649.0,,33.6,1633.0,,584.0,,2328.0,1745.0,23.8,33.7,97.86
1010,21/04/2004,20.00.00,,1443.0,,26.0,1455.0,,635.0,,2073.0,1600.0,21.4,36.0,90.59
1011,21/04/2004,21.00.00,,1209.0,,16.4,1193.0,,753.0,,1737.0,1310.0,19.8,39.5,90.16
1012,21/04/2004,22.00.00,,1105.0,,10.6,1000.0,,847.0,,1573.0,1208.0,19.2,42.1,92.73
1013,21/04/2004,23.00.00,,1020.0,,7.1,863.0,,933.0,,1492.0,1074.0,18.8,45.8,98.55000000000001
1014,22/04/2004,00.00.00,,991.0,,6.4,828.0,,973.0,,1469.0,993.0,17.1,50.8,98.28
1015,22/04/2004,01.00.00,,937.0,,4.6,741.0,,1058.0,,1420.0,923.0,16.2,53.4,97.75
1016,22/04/2004,02.00.00,,882.0,,3.0,654.0,,1141.0,,1377.0,819.0,16.0,53.5,96.91
1017,22/04/2004,03.00.00,,843.0,,2.2,597.0,,1242.0,,1341.0,727.0,14.3,59.2,96.00999999999999
1018,22/04/2004,04.00.00,,819.0,,1.7,565.0,,1295.0,,1316.0,694.0,13.3,62.6,94.98
1019,22/04/2004,05.00.00,,834.0,,2.2,596.0,,1276.0,,1335.0,727.0,13.4,59.5,90.97
1020,22/04/2004,06.00.00,,977.0,,5.7,800.0,,990.0,,1474.0,926.0,12.2,64.1,90.62
1021,22/04/2004,07.00.00,,1234.0,,13.8,1109.0,,767.0,,1729.0,1194.0,13.9,57.2,90.29
1022,22/04/2004,08.00.00,,1403.0,,21.6,1340.0,,623.0,,2003.0,1502.0,15.2,53.2,91.07
1023,22/04/2004,09.00.00,,1538.0,,26.1,1458.0,,593.0,,2186.0,1743.0,19.2,41.6,91.53999999999999
1024,22/04/2004,10.00.00,,1343.0,,20.1,1299.0,,694.0,,1945.0,1542.0,23.7,30.6,88.53999999999999
1025,22/04/2004,11.00.00,,1243.0,,15.4,1162.0,,766.0,,1731.0,1354.0,26.1,26.8,89.21
1026,22/04/2004,12.00.00,,1201.0,,13.6,1102.0,,814.0,,1682.0,1175.0,28.1,24.4,91.38
1027,22/04/2004,13.00.00,,1121.0,,11.1,1020.0,,893.0,,1585.0,916.0,28.3,23.9,90.60000000000001
1028,22/04/2004,14.00.00,,1087.0,,12.2,1055.0,,908.0,,1562.0,818.0,28.0,21.0,78.14
1029,22/04/2004,15.00.00,,1165.0,,17.5,1225.0,,824.0,,1676.0,1028.0,30.8,16.4,71.67
1030,22/04/2004,16.00.00,,1224.0,,19.1,1270.0,,806.0,,1739.0,1113.0,31.3,16.2,72.61999999999999
1031,22/04/2004,17.00.00,,1431.0,,27.1,1482.0,,679.0,,2025.0,1431.0,29.4,20.5,82.62
1032,22/04/2004,18.00.00,,1433.0,,28.3,1510.0,,661.0,,2038.0,1503.0,25.8,24.3,79.4
1033,22/04/2004,19.00.00,,1527.0,,35.0,1664.0,,587.0,,2238.0,1775.0,23.8,29.5,85.59
1034,22/04/2004,20.00.00,,1387.0,,22.4,1361.0,,701.0,,1932.0,1505.0,22.0,34.8,90.8
1035,22/04/2004,21.00.00,,1158.0,,13.5,1100.0,,835.0,,1659.0,1211.0,20.2,37.4,87.48
1036,22/04/2004,22.00.00,,1009.0,,8.2,907.0,,982.0,,1466.0,872.0,19.3,38.8,85.59
1037,22/04/2004,23.00.00,,1026.0,,7.8,890.0,,976.0,,1467.0,855.0,17.9,43.7,88.56
1038,23/04/2004,00.00.00,,1119.0,,10.0,979.0,,873.0,,1593.0,1170.0,17.2,47.9,93.34
1039,23/04/2004,01.00.00,,1000.0,,6.6,839.0,,958.0,,1467.0,1024.0,16.3,49.7,91.60000000000001
1040,23/04/2004,02.00.00,,866.0,,3.4,675.0,,1155.0,,1337.0,841.0,16.7,46.5,87.55
1041,23/04/2004,03.00.00,,848.0,,2.8,642.0,,1202.0,,1325.0,760.0,14.6,53.0,87.75
1042,23/04/2004,04.00.00,,844.0,,2.3,608.0,,1213.0,,1314.0,803.0,14.1,53.9,86.33
1043,23/04/2004,05.00.00,0.6,852.0,46.0,2.9,646.0,59.0,1186.0,59.0,1321.0,793.0,14.2,52.2,84.13000000000001
1044,23/04/2004,06.00.00,0.8,923.0,56.0,4.9,757.0,72.0,1041.0,67.0,1418.0,906.0,14.3,55.4,90.03
1045,23/04/2004,07.00.00,4.0,1490.0,452.0,22.6,1368.0,244.0,627.0,95.0,2119.0,1541.0,14.0,58.0,92.02
1046,23/04/2004,08.00.00,5.6,1662.0,880.0,31.1,1576.0,351.0,523.0,123.0,2417.0,1861.0,15.4,53.3,92.89
1047,23/04/2004,09.00.00,5.0,1553.0,759.0,22.1,1354.0,358.0,621.0,142.0,2030.0,1895.0,19.1,42.1,92.33
1048,23/04/2004,10.00.00,3.2,1423.0,394.0,18.3,1247.0,245.0,706.0,142.0,1887.0,1684.0,23.7,31.0,89.68
1049,23/04/2004,11.00.00,3.8,1458.0,639.0,22.0,1350.0,240.0,677.0,169.0,1947.0,1731.0,26.9,25.7,89.42
1050,23/04/2004,12.00.00,3.3,1349.0,541.0,20.1,1299.0,179.0,728.0,142.0,1838.0,1402.0,29.7,20.6,84.78
1051,23/04/2004,13.00.00,3.0,1326.0,468.0,18.9,1265.0,160.0,757.0,136.0,1835.0,1246.0,29.2,21.5,85.72999999999999
1052,23/04/2004,14.00.00,3.2,1356.0,483.0,20.6,1312.0,174.0,729.0,147.0,1865.0,1342.0,29.6,20.1,81.81
1053,23/04/2004,15.00.00,4.4,1460.0,682.0,25.3,1438.0,260.0,680.0,196.0,1953.0,1489.0,30.0,19.4,81.0
1054,23/04/2004,16.00.00,4.6,1497.0,698.0,25.8,1449.0,281.0,679.0,186.0,1985.0,1532.0,29.5,20.1,81.36
1055,23/04/2004,17.00.00,5.2,1645.0,832.0,30.6,1566.0,284.0,599.0,177.0,2228.0,1909.0,27.0,26.8,94.03
1056,23/04/2004,18.00.00,4.8,1557.0,872.0,27.1,1483.0,250.0,615.0,164.0,2087.0,1757.0,24.9,30.8,95.39999999999999
1057,23/04/2004,19.00.00,5.6,1747.0,899.0,32.5,1608.0,281.0,557.0,161.0,2335.0,1983.0,23.1,36.7,102.44
1058,23/04/2004,20.00.00,4.6,1482.0,692.0,20.8,1319.0,230.0,660.0,146.0,1975.0,1703.0,21.5,40.8,103.33000000000001
1059,23/04/2004,21.00.00,1.8,1211.0,145.0,10.9,1010.0,98.0,816.0,98.0,1619.0,1246.0,20.5,41.5,98.64
1060,23/04/2004,22.00.00,2.2,1294.0,208.0,13.0,1083.0,121.0,770.0,108.0,1687.0,1321.0,19.2,44.9,98.75
1061,23/04/2004,23.00.00,2.0,1300.0,204.0,11.8,1043.0,110.0,777.0,107.0,1659.0,1375.0,18.8,47.7,102.21000000000001
1062,24/04/2004,00.00.00,2.8,1402.0,240.0,13.4,1098.0,161.0,736.0,113.0,1729.0,1456.0,18.2,49.7,102.84
1063,24/04/2004,01.00.00,2.6,1349.0,251.0,13.4,1097.0,148.0,707.0,100.0,1763.0,1442.0,16.1,57.4,104.50999999999999
1064,24/04/2004,02.00.00,1.8,1161.0,173.0,9.0,938.0,109.0,827.0,87.0,1597.0,1243.0,16.3,55.3,101.78
1065,24/04/2004,03.00.00,1.1,1022.0,113.0,5.8,802.0,,916.0,,1481.0,1078.0,15.7,53.6,94.83
1066,24/04/2004,04.00.00,,948.0,55.0,3.8,700.0,45.0,1045.0,60.0,1430.0,939.0,16.9,49.8,95.14
1067,24/04/2004,05.00.00,0.7,933.0,65.0,3.7,697.0,71.0,1045.0,65.0,1403.0,937.0,14.8,57.7,96.44
1068,24/04/2004,06.00.00,0.9,1021.0,119.0,5.7,800.0,75.0,931.0,64.0,1483.0,1019.0,14.0,59.7,94.99
1069,24/04/2004,07.00.00,1.5,1134.0,151.0,10.0,979.0,106.0,794.0,73.0,1639.0,1140.0,14.6,56.8,93.85
1070,24/04/2004,08.00.00,2.5,1311.0,305.0,15.0,1147.0,166.0,681.0,86.0,1838.0,1351.0,16.7,51.9,97.88
1071,24/04/2004,09.00.00,3.0,1409.0,415.0,15.6,1169.0,188.0,685.0,105.0,1874.0,1459.0,20.0,45.0,103.89999999999999
1072,24/04/2004,10.00.00,2.6,1301.0,321.0,12.3,1059.0,161.0,787.0,107.0,1727.0,1297.0,23.9,33.7,98.37
1073,24/04/2004,11.00.00,2.6,1354.0,358.0,14.4,1130.0,139.0,765.0,114.0,1808.0,1291.0,26.8,29.5,102.08999999999999
1074,24/04/2004,12.00.00,2.6,1391.0,350.0,14.6,1136.0,134.0,738.0,105.0,1840.0,1296.0,27.2,32.4,114.92999999999999
1075,24/04/2004,13.00.00,1.9,1200.0,238.0,8.7,929.0,84.0,879.0,74.0,1623.0,972.0,26.9,32.1,112.16999999999999
1076,24/04/2004,14.00.00,2.0,1338.0,215.0,11.0,1016.0,98.0,798.0,95.0,1766.0,1194.0,24.3,41.8,125.61
1077,24/04/2004,15.00.00,1.7,1223.0,192.0,9.0,938.0,91.0,884.0,89.0,1610.0,880.0,25.6,36.0,116.29
1078,24/04/2004,16.00.00,1.9,1278.0,205.0,10.7,1003.0,99.0,845.0,95.0,1691.0,909.0,27.0,31.8,111.75999999999999
1079,24/04/2004,17.00.00,1.8,1257.0,165.0,9.9,973.0,90.0,860.0,93.0,1634.0,839.0,27.5,31.6,114.16999999999999
1080,24/04/2004,18.00.00,2.8,1497.0,283.0,15.7,1171.0,147.0,725.0,123.0,1899.0,1248.0,24.9,38.1,118.38
1081,24/04/2004,19.00.00,3.5,1567.0,467.0,19.4,1280.0,177.0,661.0,134.0,1970.0,1476.0,23.4,39.7,112.75999999999999
1082,24/04/2004,20.00.00,3.4,1503.0,485.0,16.8,1203.0,162.0,651.0,126.0,1863.0,1502.0,21.2,50.8,126.30999999999999
1083,24/04/2004,21.00.00,2.0,1169.0,202.0,6.8,850.0,88.0,906.0,79.0,1584.0,873.0,15.6,73.5,129.53
1084,24/04/2004,22.00.00,1.1,1007.0,64.0,3.0,650.0,53.0,1157.0,54.0,1404.0,528.0,12.9,79.7,117.74
1085,24/04/2004,23.00.00,1.3,1004.0,71.0,3.2,667.0,68.0,1157.0,69.0,1365.0,492.0,11.5,76.9,104.36000000000001
1086,25/04/2004,00.00.00,1.2,967.0,84.0,3.1,661.0,61.0,1181.0,67.0,1321.0,463.0,12.2,66.8,94.55
1087,25/04/2004,01.00.00,1.3,984.0,70.0,3.9,707.0,71.0,1131.0,73.0,1359.0,494.0,12.4,64.1,92.09
1088,25/04/2004,02.00.00,1.0,931.0,61.0,3.6,689.0,63.0,1161.0,73.0,1317.0,503.0,12.7,58.7,86.05000000000001
1089,25/04/2004,03.00.00,1.3,966.0,92.0,4.5,737.0,,1083.0,,1363.0,581.0,12.6,58.6,85.28999999999999
1090,25/04/2004,04.00.00,,777.0,40.0,1.2,521.0,23.0,1535.0,33.0,1121.0,350.0,12.5,51.2,73.74000000000001
1091,25/04/2004,05.00.00,0.3,763.0,20.0,0.7,471.0,14.0,1783.0,20.0,1098.0,305.0,12.5,50.9,73.46000000000001
1092,25/04/2004,06.00.00,0.5,804.0,31.0,1.1,505.0,34.0,1718.0,37.0,1148.0,329.0,12.8,49.3,72.85000000000001
1093,25/04/2004,07.00.00,0.6,830.0,41.0,1.4,535.0,42.0,1496.0,50.0,1184.0,375.0,13.5,48.6,74.87
1094,25/04/2004,08.00.00,0.6,833.0,40.0,1.6,553.0,40.0,1476.0,45.0,1180.0,373.0,14.4,45.9,74.76
1095,25/04/2004,09.00.00,0.8,875.0,35.0,2.3,603.0,48.0,1370.0,48.0,1206.0,385.0,15.1,43.9,74.87
1096,25/04/2004,10.00.00,1.0,882.0,44.0,2.5,621.0,61.0,1346.0,56.0,1216.0,403.0,16.6,38.6,72.36
1097,25/04/2004,11.00.00,0.9,862.0,71.0,2.7,635.0,58.0,1320.0,58.0,1193.0,393.0,17.2,35.0,67.89
1098,25/04/2004,12.00.00,1.0,863.0,66.0,2.7,636.0,57.0,1290.0,52.0,1185.0,388.0,17.4,33.9,66.83
1099,25/04/2004,13.00.00,0.8,830.0,46.0,2.2,596.0,54.0,1389.0,52.0,1145.0,371.0,17.9,30.7,62.339999999999996
1100,25/04/2004,14.00.00,0.7,807.0,50.0,2.0,584.0,41.0,1488.0,44.0,1104.0,347.0,18.3,27.2,56.75
1101,25/04/2004,15.00.00,0.9,873.0,51.0,3.4,675.0,57.0,1343.0,59.0,1181.0,396.0,19.4,25.7,57.379999999999995
1102,25/04/2004,16.00.00,1.3,931.0,64.0,4.5,739.0,83.0,1274.0,74.0,1219.0,474.0,20.2,24.1,56.3
1103,25/04/2004,17.00.00,1.4,918.0,138.0,4.7,748.0,81.0,1228.0,76.0,1219.0,505.0,19.6,24.9,56.25
1104,25/04/2004,18.00.00,1.5,1001.0,137.0,6.0,811.0,98.0,1122.0,83.0,1344.0,625.0,18.5,27.8,58.43000000000001
1105,25/04/2004,19.00.00,2.7,1169.0,303.0,11.7,1039.0,124.0,883.0,100.0,1550.0,941.0,17.8,30.3,61.29
1106,25/04/2004,20.00.00,2.5,1085.0,204.0,8.2,907.0,133.0,976.0,101.0,1419.0,893.0,16.6,34.0,63.53
1107,25/04/2004,21.00.00,1.4,940.0,95.0,5.1,769.0,100.0,1103.0,90.0,1310.0,731.0,15.5,37.0,64.47
1108,25/04/2004,22.00.00,2.8,1126.0,347.0,13.0,1083.0,116.0,875.0,93.0,1654.0,955.0,14.8,39.5,65.95
1109,25/04/2004,23.00.00,2.1,978.0,252.0,7.0,858.0,102.0,1013.0,79.0,1379.0,761.0,14.5,42.0,68.96
1110,26/04/2004,00.00.00,1.1,893.0,66.0,3.9,703.0,55.0,1192.0,57.0,1283.0,515.0,14.1,44.9,72.06
1111,26/04/2004,01.00.00,0.7,838.0,45.0,2.2,601.0,33.0,1361.0,43.0,1220.0,434.0,14.2,45.5,73.33
1112,26/04/2004,02.00.00,0.4,803.0,36.0,1.3,527.0,17.0,1513.0,25.0,1152.0,369.0,14.1,45.3,72.47
1113,26/04/2004,03.00.00,0.3,775.0,26.0,0.8,477.0,,1722.0,,1115.0,335.0,14.0,44.3,70.38
1114,26/04/2004,04.00.00,,767.0,17.0,0.6,454.0,10.0,1826.0,17.0,1091.0,319.0,14.1,43.0,68.89999999999999
1115,26/04/2004,05.00.00,0.4,809.0,21.0,1.2,521.0,35.0,1575.0,44.0,1158.0,378.0,13.9,43.9,69.23
1116,26/04/2004,06.00.00,0.8,898.0,60.0,3.4,676.0,70.0,1271.0,72.0,1307.0,517.0,14.0,43.8,69.59
1117,26/04/2004,07.00.00,1.9,1053.0,155.0,7.5,880.0,116.0,982.0,91.0,1464.0,786.0,14.4,43.6,71.13000000000001
1118,26/04/2004,08.00.00,2.1,1033.0,235.0,8.9,934.0,134.0,917.0,89.0,1490.0,844.0,15.0,41.7,70.93
1119,26/04/2004,09.00.00,1.4,941.0,89.0,5.3,780.0,113.0,1080.0,84.0,1343.0,720.0,16.3,38.4,70.52000000000001
1120,26/04/2004,10.00.00,1.4,941.0,76.0,5.4,782.0,110.0,1102.0,83.0,1328.0,668.0,18.3,32.3,67.60000000000001
1121,26/04/2004,11.00.00,1.3,917.0,101.0,5.2,772.0,98.0,1098.0,78.0,1311.0,605.0,18.8,31.7,68.21000000000001
1122,26/04/2004,12.00.00,1.5,977.0,109.0,6.6,837.0,96.0,1038.0,80.0,1413.0,646.0,19.6,30.9,69.67999999999999
1123,26/04/2004,13.00.00,1.6,994.0,143.0,6.9,851.0,95.0,1018.0,75.0,1436.0,640.0,20.2,30.7,71.76
1124,26/04/2004,14.00.00,1.3,942.0,104.0,5.4,785.0,86.0,1065.0,77.0,1365.0,571.0,19.7,32.5,73.96000000000001
1125,26/04/2004,15.00.00,1.4,981.0,107.0,6.0,810.0,86.0,1060.0,77.0,1395.0,605.0,20.7,31.6,76.02
1126,26/04/2004,16.00.00,1.5,984.0,133.0,6.4,832.0,91.0,1034.0,81.0,1410.0,636.0,20.0,32.7,75.44999999999999
1127,26/04/2004,17.00.00,2.2,1116.0,171.0,10.7,1003.0,119.0,864.0,101.0,1625.0,886.0,18.6,35.4,75.35
1128,26/04/2004,18.00.00,3.2,1181.0,405.0,13.9,1114.0,147.0,787.0,119.0,1685.0,1032.0,18.3,35.9,75.01
1129,26/04/2004,19.00.00,3.0,1163.0,334.0,12.5,1068.0,135.0,811.0,111.0,1616.0,977.0,17.8,37.5,75.68
1130,26/04/2004,20.00.00,2.6,1081.0,236.0,9.3,950.0,124.0,907.0,109.0,1496.0,924.0,17.3,38.8,75.84
1131,26/04/2004,21.00.00,1.6,1017.0,99.0,6.7,842.0,89.0,1000.0,101.0,1441.0,846.0,17.3,38.8,75.96000000000001
1132,26/04/2004,22.00.00,1.5,966.0,93.0,5.3,778.0,79.0,1057.0,89.0,1359.0,755.0,16.4,40.8,75.42
1133,26/04/2004,23.00.00,1.2,924.0,82.0,4.0,709.0,63.0,1158.0,75.0,1318.0,610.0,16.0,41.4,74.87
1134,27/04/2004,00.00.00,0.8,861.0,51.0,2.2,601.0,39.0,1351.0,51.0,1225.0,439.0,15.4,43.0,74.82
1135,27/04/2004,01.00.00,0.7,826.0,41.0,1.7,560.0,25.0,1424.0,39.0,1197.0,402.0,15.7,42.5,75.39
1136,27/04/2004,02.00.00,0.5,846.0,31.0,1.6,557.0,19.0,1385.0,32.0,1212.0,406.0,15.6,43.4,76.51
1137,27/04/2004,03.00.00,0.5,842.0,41.0,1.5,545.0,,1423.0,,1224.0,424.0,15.2,45.8,78.64
1138,27/04/2004,04.00.00,,909.0,41.0,2.5,617.0,34.0,1236.0,49.0,1302.0,558.0,14.7,49.9,82.8
1139,27/04/2004,05.00.00,0.7,930.0,38.0,3.3,670.0,58.0,1143.0,68.0,1339.0,746.0,15.5,47.3,82.82000000000001
1140,27/04/2004,06.00.00,1.4,1120.0,111.0,8.9,935.0,112.0,843.0,76.0,1593.0,1126.0,14.4,53.1,86.77
1141,27/04/2004,07.00.00,4.1,1518.0,584.0,23.4,1389.0,314.0,589.0,122.0,2101.0,1703.0,15.9,48.5,87.03999999999999
1142,27/04/2004,08.00.00,4.6,1461.0,633.0,23.8,1398.0,240.0,630.0,129.0,2050.0,1628.0,18.1,40.3,82.94
1143,27/04/2004,09.00.00,1.9,1075.0,145.0,7.9,896.0,128.0,938.0,94.0,1487.0,936.0,19.6,35.9,81.0
1144,27/04/2004,10.00.00,1.9,1061.0,155.0,8.2,908.0,141.0,968.0,99.0,1455.0,890.0,22.8,29.1,79.60000000000001
1145,27/04/2004,11.00.00,1.7,1066.0,128.0,8.8,931.0,118.0,979.0,81.0,1474.0,757.0,24.8,25.3,77.92999999999999
1146,27/04/2004,12.00.00,2.4,1179.0,255.0,14.6,1137.0,132.0,829.0,87.0,1651.0,949.0,27.2,22.0,77.85
1147,27/04/2004,13.00.00,3.0,1251.0,411.0,18.0,1238.0,150.0,773.0,107.0,1779.0,1109.0,28.2,20.4,76.77000000000001
1148,27/04/2004,14.00.00,2.0,1120.0,173.0,12.0,1048.0,121.0,898.0,95.0,1560.0,870.0,25.4,24.2,77.33
1149,27/04/2004,15.00.00,2.7,1187.0,277.0,14.8,1142.0,149.0,840.0,110.0,1651.0,1011.0,25.7,23.8,77.37
1150,27/04/2004,16.00.00,2.2,1145.0,259.0,12.5,1066.0,120.0,903.0,99.0,1592.0,885.0,27.2,22.1,78.11
1151,27/04/2004,17.00.00,2.9,1215.0,274.0,15.5,1164.0,155.0,817.0,113.0,1689.0,1015.0,27.0,22.3,78.60000000000001
1152,27/04/2004,18.00.00,3.4,1317.0,377.0,17.7,1231.0,172.0,766.0,127.0,1798.0,1155.0,24.5,27.8,84.33
